site_id,prev_bucket,verdict,saved,elapsed_s,signal,err,out_tail
sib-swiss-training,,HEALTHY,3,2.8,,,[sib-swiss-training] page 0: saved 3/3 
state-gwd-go-kr-portal,,HEALTHY,3,2.2,,,"[state-gwd-go-kr-portal] Saved 1/3: “신청사 건립, 도민 부담 고려해 내실 있게 추진” [state-gwd-go-kr-portal] Saved 2/3: 강원도립대학교, 2026년 하반기 평생교육원 수강생 모집 [state-gwd-go-kr-portal] Saved 3/3: 감탄로드 테마형 여행상품 기획전 및 홍보마케팅 확대 [state-gwd-go-kr-portal] Done. Total saved: 3 "
ulsan-go-kr-u,,HEALTHY,3,2.4,,,[ulsan-go-kr-u] Done. Saved 3 items. 
werk-belgie-be-nl,,HEALTHY,3,5.4,,,rk-belgie-be-nl] saved 2/3: Statistieken over herstructureringen voor de periode januari [werk-belgie-be-nl] saved 3/3: Verlenging en flexibilisering van het mantelzorgverlof vanaf [werk-belgie-be-nl] page 0: saved 3/3 [werk-belgie-be-nl] Done. Total saved: 3 
adaptcentre-ie-research,,HEALTHY,3,10.4,,,aptcentre-ie-research] Saved 2/3: Trustworthy artificial intelligence and organisational trust: a scopin [adaptcentre-ie-research] Saved 3/3: Transdiagnostic compulsivity is associated with reduced reminder setti [adaptcentre-ie-research] Done. Total saved: 3 
ansto-gov-au-search,,HEALTHY,3,9.6,,,h] saved 1/3: User access at the National Deuteration Facility [ansto-gov-au-search] saved 2/3: Per-deuterated linoleic acid-d31: Available now from the NDF [ansto-gov-au-search] saved 3/3: ACNS-NDF Clip Day 2023 [ansto-gov-au-search] crawl complete: 3 saved. 
auri-re-kr-publication,,HEALTHY,3,7.1,,,-re-kr-publication] saved 1/3: 농업유산지구 설정을 위한 기본방향 연구 [auri-re-kr-publication] saved 2/3: 보행환경 종합정비사업의 성과와 과제: 전주시 충경로 사례를 중심으로 [auri-re-kr-publication] saved 3/3: 수요기반의 주거생활공간 실태진단 방안(Ⅱ) - 청년가구 거주적합성 진단 지표 및 지수 개발 [auri-re-kr-publication] Done. Total saved: 3 
bjerknes-uib-no-en,,HEALTHY,3,6.1,,,
bmwkms-gv-at-themen,,HEALTHY,3,2.8,,,themen] saved (1): Innovative Film Austria 21/22 [bmwkms-gv-at-themen] saved (2): Innovative Film Austria 20/21 (nicht barrierefrei) [bmwkms-gv-at-themen] saved (3): Innovative Film Austria 19/20 (nicht barrierefrei) [bmwkms-gv-at-themen] Done. Total saved: 3 
busan-go-kr-nbtnewsbu,,HEALTHY,3,3.8,,,[busan-go-kr-nbtnewsbu] page 1: saved 0/3 [busan-go-kr-nbtnewsbu] Done. Total saved: 3 
cdhowe-org-research-insights,,HEALTHY,3,6.2,,,ion [cdhowe-org-research-insights] Saved 2/3: We need to fix how we charge refugees for health care [cdhowe-org-research-insights] Saved 3/3: Canada Needs a Bigger Grid. Customers Need an Honest Conversation [cdhowe-org-research-insights] Done. Total saved: 3 
cnam-hal-science-ceet,,HEALTHY,3,1.7,,,atrice des fragilités e [cnam-hal-science-ceet] Saved 2/3: State Dependence and Labor Market Transitions in the Europea [cnam-hal-science-ceet] Saved 3/3: Magistrature et avocature face aux algorithmes de « justice [cnam-hal-science-ceet] Done. Total saved: 3 
cso-ie-en,,BROKEN,0,1.7,parse:no items found,,"[cso-ie-en] no items found for year 2026, stopping [cso-ie-en] done: saved 0 documents "
data-mfe-govt-nz-tables,,HEALTHY,3,7.1,,,"esource consent applications 2014-15 to 2024-25 [data-mfe-govt-nz-tables] Saved 2/3: Agricultural and horticultural land use, clean, 2002 - 2019 [data-mfe-govt-nz-tables] Saved 3/3: Daily temperature, 1909 - 2019 [data-mfe-govt-nz-tables] Done. Total saved: 3 "
dfat-gov-au-publications,,HEALTHY,3,3.3,,,ices Package and [dfat-gov-au-publications] saved 2/3: Vietnam Private Sector Development Partnership (VPSDP) Mid-Term Review [dfat-gov-au-publications] saved 3/3: First Nations International Engagement Strategy [dfat-gov-au-publications] done. Total saved: 3 
dpmc-govt-nz-publications,,HEALTHY,3,2.6,,,"m Handbook [dpmc-govt-nz-publications] Saved 2/3: Proactive Release: Titles of Advice to the Prime Minister, a [dpmc-govt-nz-publications] Saved 3/3: CO (26) 3: Climate Implications of Policy Assessment Require [dpmc-govt-nz-publications] Done. Total saved: 3 "
ed-gov-about,,HEALTHY,3,11.9,,,[ed-gov-about] saved 1/3: Infrastructure and Sustainability [ed-gov-about] saved 2/3: School Infrastructure Programs (SIP) [ed-gov-about] saved 3/3: Local Educational Agency Sustainability Rubric [ed-gov-about] done. total saved: 3 
emsl-pnnl-gov-science,,HEALTHY,3,4.2,,,[emsl-pnnl-gov-science] page 0: saved 0/3 
ens-lyon-hal-science-search,,HEALTHY,3,1.7,,,rk to Handle Program Veri [ens-lyon-hal-science-search] Skipping doc 4914195: abstract too short (0 chars) [ens-lyon-hal-science-search] Saved 3/3: Scheduling Series-Parallel Task Graphs to Minimize Peak Memo [ens-lyon-hal-science-search] Done. Total saved: 3 
exteriores-gob-es-en,,HEALTHY,3,3.2,,,[exteriores-gob-es-en] saved 1/3: Foco África 2023 [exteriores-gob-es-en] saved 2/3: Foco África 2023. Versión Portugués [exteriores-gob-es-en] saved 3/3: Focus Africa 2023 [exteriores-gob-es-en] Done. Total saved: 3 
futureneurocentre-ie-our-research,,HEALTHY,3,7.1,block:403,,SF1R inhibition exacerbates gamma oscillation disruption and induces network hy [futureneurocentre-ie-our-research] saved 3/3: Genetic ancestry and monogenic disease risk in the Scottish Traveller founder po [futureneurocentre-ie-our-research] done: saved 3/3 
gov-scot-statistics-and-resea,,HEALTHY,3,5.8,,,[gov-scot-statistics-and-resea] crawl complete: saved 3 documents. 
health-govt-nz-publications,,HEALTHY,3,30.2,block:forbidden,,z-publications] saved 2/3: Māori Years of Life Lost: Estimates from the Global Burden of Disease [health-govt-nz-publications] saved 3/3: Racial Discrimination 2023/24: New Zealand Health Survey Ngā mahi kaik [health-govt-nz-publications] done. Total saved: 3 
humanrights-go-kr-base,,HEALTHY,3,5.3,,,[humanrights-go-kr-base] Saved 1/3: 2026년 3월말 기준 진정사건 처리 현황 [humanrights-go-kr-base] Saved 2/3: 2026년 2월말 기준 진정사건 처리 현황 [humanrights-go-kr-base] Saved 3/3: 2026년 1월말 기준 진정사건 처리 현황 [humanrights-go-kr-base] Done. Total saved: 3 
illustro-iadt-figshare-com-search,,HEALTHY,3,5.8,,,h] saved 2/3: Higher-level educators’ attitudes and approaches to adaptation of asse [illustro-iadt-figshare-com-search] saved 3/3: Voice as Data - A Qualitative Inquiry into the Psychological and Behav [illustro-iadt-figshare-com-search] Done. Total saved: 3 
ir-cwi-nl,,HEALTHY,3,8.4,,,[ir-cwi-nl] Page 0: found 8 items [ir-cwi-nl] Saved 1/3 papers... [ir-cwi-nl] Saved 2/3 papers... [ir-cwi-nl] Saved 3/3 papers... [ir-cwi-nl] Done. Saved 3 papers. 
iucn-org-press-releases,,HEALTHY,3,3.2,,,"cn-org-press-releases] saved 2/3: From desert frog to deep-sea molluscs, remarkable species at risk – IU [iucn-org-press-releases] saved 3/3: Climate-resilient reefs, ancient fish fossils and vast wetlands – IUCN [iucn-org-press-releases] done. total saved: 3 "
kasa-go-kr-bbs,,HEALTHY,3,1.6,,,[kasa-go-kr-bbs] Done. Saved 3 items. 
kiep-go-kr-galleryes,,HEALTHY,3,2.1,,,kr-galleryes] Saved 1/3: 러시아-우크라이나 전쟁 이후 EU 에너지전환 정책의 기조 변화와 경제적 영향 [kiep-go-kr-galleryes] Saved 2/3: 개발도상국 내 직무 역량 강화를 위한 노동시장 분석: 필리핀 사례를 중심으로 [kiep-go-kr-galleryes] Saved 3/3: 미중 무역 전쟁과 다차원적 복합게임: 중국의 대미 전략을 중심으로 [kiep-go-kr-galleryes] Done. Total saved: 3 
klimaraadet-dk-da,,HEALTHY,3,5.7,,,
krivet-re-kr,,HEALTHY,3,6.3,,,[krivet-re-kr] Page 1: found 10 items [krivet-re-kr] Saved 1/3 papers... [krivet-re-kr] Saved 2/3 papers... [krivet-re-kr] Saved 3/3 papers... [krivet-re-kr] Done. Saved 3 papers. 
mef-gov-it-ufficio-stampa,,HEALTHY,3,15.2,block:BOT,,"3: A luglio saldo con avanzo provvisorio di 13,4 miliardi [mef-gov-it-ufficio-stampa] Saved 2/3: Titoli di Stato: Emissione Medio Lungo Termine e modifiche c [mef-gov-it-ufficio-stampa] Saved 3/3: Emissioni BOT [mef-gov-it-ufficio-stampa] Done. Total saved: 3 "
mindigital-gr-archives,,HEALTHY,3,4.0,,,πουργείο Ψηφιακής Διακυβέρνησης και Τεχνητής Νοημοσύνης παρουσιάζει για πρώτη φορά του [mindigital-gr-archives] saved 3/3: Το gov.gr και το gov.gr messenger θέτουν σε λειτουργία μια προσωποποιημένη και ενιαία εμπε [mindigital-gr-archives] done. Total saved: 3 
mof-gov-cn-en,,HEALTHY,3,5.8,,,n] saved #1: REPORT ON THE IMPLEMENTATION OF CHINA’S FISCAL POLICY IN 2025 [mof-gov-cn-en] saved #2: REPORT ON THE IMPLEMENTATION OF CHINA’S FISCAL POLICY IN THE FIRST HAL [mof-gov-cn-en] saved #3: REPORT ON THE IMPLEMENTATION OF CHINA’S FISCAL POLICY IN 2024 
mss-go-kr-site,,HEALTHY,3,2.0,,,[mss-go-kr-site] item reSeq=2211 skipped: abstract too short (0 chars) [mss-go-kr-site] Saved 1/3: 2026년 6월 산업활동동향 [mss-go-kr-site] Saved 2/3: 2026년 8월 중소기업경기전망 [mss-go-kr-site] Saved 3/3: 2026년 6월 월간 수출입 현황 [mss-go-kr-site] Done. Total saved: 3 
nemertes-library-upatras-gr-browse,,HEALTHY,3,8.3,,,[nemertes-library-upatras-gr-browse] page 0: saved 0/3 [nemertes-library-upatras-gr-browse] done: saved 3 papers across 2 page(s) 
nia-nih-gov-news,,HEALTHY,3,6.9,,,change some brain cells more than others [nia-nih-gov-news] saved 2/3: Alzheimer’s disease may damage the brain in two phases [nia-nih-gov-news] saved 3/3: Older American Indians may experience higher levels of cognitive impai [nia-nih-gov-news] done: saved 3 
nim-ac-cn-taxonomy,,HEALTHY,3,3.1,,,[nim-ac-cn-taxonomy] fetching list page: https://www.nim.ac.cn/taxonomy/term/170 [nim-ac-cn-taxonomy] found 34 papers on list page [nim-ac-cn-taxonomy] page 0: saved 3/3 [nim-ac-cn-taxonomy] page 0: no next page (single-page site); stopping 
nordlandsforskning-no-en,,HEALTHY,3,2.6,,,"ommuner: Om praksiser, ambisjoner og møte med o [nordlandsforskning-no-en] saved 3/3: The spread of manosphere ideology to a Norwegian audience through ironic spectat [nordlandsforskning-no-en] page 2: saved 3/3 [nordlandsforskning-no-en] done. total saved: 3 "
open-science-canada-ca-communities,,HEALTHY,3,21.8,,,inidase reassortment and oseltamivir resistance in clade 2.3.4.4b A(H5N1) viruses ci [open-science-canada-ca-communities] saved 3/3: Phtalates dans certains aliments – du 1er avril 2012 au 31 mars 2018 [open-science-canada-ca-communities] done. Total saved: 3 
pbocri-org-cn-xslwhtml,,HEALTHY,2,5.0,,,"38eb670d24b1f966b: abstract too short (22 chars), skipping [pbocri-org-cn-xslwhtml] WP 39e741ae038e204a188988fc793c6cb5: abstract too short (21 chars), skipping [pbocri-org-cn-xslwhtml] No more pages after page 2. [pbocri-org-cn-xslwhtml] Done. Total saved: 2 "
presse-curie-fr-section,,HEALTHY,3,15.7,,,ction] saved 2: Comment certaines cellules du micro-environnement tumoral construisent un rempar [presse-curie-fr-section] saved 3: La Fondation Bettencourt Schueller et l'Institut Curie dévoilent des travaux amb [presse-curie-fr-section] done. Total saved: 3 
rda-go-kr-board,,HEALTHY,3,1.8,,,"[rda-go-kr-board] Saved 1/3: 폭염·가뭄 지속…과수원 생육 관리 강화해야 [rda-go-kr-board] Saved 2/3: 양돈산업 이끌 ‘국가대표 씨돼지’ 아홉 마리 선발 [rda-go-kr-board] Saved 3/3: 겉보기 같은 대장균, ‘유전자 지문’으로 세밀하게 가린다 [rda-go-kr-board] Done. Total saved: 3 "
rfi-ac-uk-latest,,HEALTHY,3,3.2,,,[rfi-ac-uk-latest] done. Total saved: 3 
science-astron-nl-science-astron,,HEALTHY,3,1.8,,,tar-form [science-astron-nl-science-astron] saved 2/3: hugovk/top-pypi-packages: Release 2026.08 [science-astron-nl-science-astron] saved 3/3: Exploring Coronal Holes Through K-Band Radio Observations (1 [science-astron-nl-science-astron] Done. Total saved: 3 
simula-no-publications,,HEALTHY,3,5.4,,,a477-c2b9e83372c9 skipped: abstract too short (0 chars). [simula-no-publications] Saved 2/3: Norske mobilnett i 2025 [simula-no-publications] Saved 3/3: Tracing Data Packet Paths over the Internet using Traceroute [simula-no-publications] Done. Total saved: 3 
statistischebibliothek-de-mir,,HEALTHY,3,22.6,,,"iothek-de-mir] page 0: saved 0/3 (SOLR numFound=1476) [statistischebibliothek-de-mir] saved 1/3: 2026,03 [statistischebibliothek-de-mir] saved 2/3: 2026,02 [statistischebibliothek-de-mir] saved 3/3: 2026,01 [statistischebibliothek-de-mir] done. Total saved: 3 "
um-dk-om-os,,HEALTHY,3,4.8,,,s årsrapport 2024 — https://um.dk/media/zynfzpd0/udenrigsministeriet-aarsrapport-2024.pdf [um-dk-om-os] saved [3] Udenrigsministeriets årsrapport 2023 — https://um.dk/media/hpuj05ls/udenrigsministeriet-aarsrapport-2023.pdf [um-dk-om-os] done — saved 3 records 
who-int-publications,,HEALTHY,3,8.2,,,"ummary [who-int-publications] saved 2/3: Nineteenth Meeting of the WHO South-East Asia Regional Certification C [who-int-publications] saved 3/3: Paediatric drug optimization for sickle cell disease: meeting report, [who-int-publications] Done. Total saved: 3 "
adruk-org-news-publications,,HEALTHY,3,14.4,,,-publications] Saved 2/3: Should we stay or should we go? Firms’ decisions on how to supply serv [adruk-org-news-publications] Saved 3/3: New evidence highlights ethnic inequalities in place of death in Engla [adruk-org-news-publications] Done. Total saved: 3 
app-mps-gov-cn-gdnps,,HEALTHY,3,3.4,,,ed 1/3: 公安机关人民警察证使用管理规定 [app-mps-gov-cn-gdnps] Saved 2/3: 公安部2025年度推进法治政府建设工作情况 [app-mps-gov-cn-gdnps] item 10433678 abstract too short (20 chars). Skipping. [app-mps-gov-cn-gdnps] Saved 3/3: 公安部政府信息公开工作年度报告（2025年度） [app-mps-gov-cn-gdnps] Done. Total saved: 3 
auswaertiges-amt-de-de,,HEALTHY,3,8.2,,,[auswaertiges-amt-de-de] saved 2/3: Interview von Außenminister Johann Wadephul mit den Blättern des Redak [auswaertiges-amt-de-de] saved 3/3: Rede von Außenminister Johann Wadephul an der Universität Witwatersran [auswaertiges-amt-de-de] Done. Total saved: 3 
bm-dk-soeg,,HEALTHY,3,7.1,,,"ications on server: 88 [bm-dk-soeg] Saved 1: Kvantitativ analyse af tilgangen til førtidspensionsområdet [bm-dk-soeg] Saved 2: Status på arbejdsmarkedet, oktober 2025 [bm-dk-soeg] Saved 3: Status på arbejdsmarkedet, juni 2025 [bm-dk-soeg] Done. Total saved: 3 "
bmwsb-bund-de-de,,HEALTHY,3,14.1,,,chung und Fortentwicklung des Wohngeldgesetze [bmwsb-bund-de-de] saved 2/3: Entwurf eines Gesetzes zur Modernisierung des Städtebau- und Raumordnungsrechts [bmwsb-bund-de-de] saved 3/3: Novelle des Wärmeplanungsgesetzes [bmwsb-bund-de-de] done. Total saved: 3 
business-sweden-com-about-us,,HEALTHY,3,3.4,,,den–Saudi forum [business-sweden-com-about-us] Saved 2/3: Sweden launches its first national pavilion at VivaTech 2026 [business-sweden-com-about-us] Saved 3/3: Continued confidence despite global turbulence [business-sweden-com-about-us] Done. Total saved: 3 
cds-cern-ch-collection,,HEALTHY,3,7.5,,,"[cds-cern-ch-collection] saved 2/3: Effects of inlet temperature and pressure in sCO2 heat transfer in a 1 [cds-cern-ch-collection] saved 3/3: Sustainable sandwich panels from upcycled aluminium cans, galvanised s [cds-cern-ch-collection] Done. Total saved: 3 "
cnam-hal-science-search,,HEALTHY,3,2.1,,,"h] saved 2/3: Beyond Reachability: Regulatory-Driven Vulnerability Triage for Production Binar [cnam-hal-science-search] saved 3/3: Éclairages – Les sorties de prison des mineurs. Contraintes, ressources et aspir [cnam-hal-science-search] Done. Total saved: 3 "
csrc-gov-cn-csrc_en,,HEALTHY,3,66.3,net:Empty response,,otal records: 9 [csrc-gov-cn-csrc_en] Saved 1/3: The 1st CSRC IAC Bulletin of 2024 [csrc-gov-cn-csrc_en] Saved 2/3: The 8th CSRC IAC Bulletin of 2023 [csrc-gov-cn-csrc_en] Saved 3/3: The 7th CSRC IAC bulletin of 2023 [csrc-gov-cn-csrc_en] Done. Total saved: 3 
data-nasa-gov-dataset,,HEALTHY,3,3.6,,,[data-nasa-gov-dataset] crawl complete: saved=3/3 
dhs-gov-congressional-approp,,HEALTHY,3,74.5,,,y [dhs-gov-congressional-approp] Saved 2/3: Departmental Management and Operations (DMO – OCFO – Monthly [dhs-gov-congressional-approp] Saved 3/3: Departmental Management and Operations (DMO – OCFO – Monthly [dhs-gov-congressional-approp] Done. Total saved: 3 
drc-gov-cn-leafaspx,,HEALTHY,3,8.7,,,spx] item 2909706 skipped: short abstract (0 chars) [drc-gov-cn-leafaspx] item 2909311 skipped: short abstract (10 chars) [drc-gov-cn-leafaspx] item 2909246 skipped: short abstract (0 chars) [drc-gov-cn-leafaspx] item 2909245 skipped: short abstract (0 chars) 
eda-admin-ch-eda,,HEALTHY,3,6.0,,,here today?” (fr) [eda-admin-ch-eda] saved 2/3: “Switzerland does not fall from the sky. It must be nurtured.” (de/fr) [eda-admin-ch-eda] saved 3/3: Federal Councillor Ignazio Cassis to visit Azerbaijan and Turkmenistan [eda-admin-ch-eda] done. Total saved: 3 
en-ird-fr-sections,,HEALTHY,3,15.4,,,"Priorities for Securing the Futu [en-ird-fr-sections] saved 2/3: Official visit to Thailand of IRD Deputy Director, Gilles Pecassou [en-ird-fr-sections] saved 3/3: Launch of the ePOP 2025 international contest - UNOC3 [en-ird-fr-sections] Done. Total saved: 3 "
enscp-hal-science-search,,HEALTHY,3,1.2,,,onductors for [enscp-hal-science-search] Saved 2/3: Infrared dichroism of gold nanorods controlled using a magne [enscp-hal-science-search] Saved 3/3: Zinc and cobalt complexes based on tripodal ligands: synthes [enscp-hal-science-search] Done. Total saved: 3 
fafo-no-en,,HEALTHY,3,13.7,,, saved 1/3: Ungdomskriminalitet i et integreringsperspektiv [fafo-no-en] saved 2/3: Living Conditions of Vulnerable Palestinian Refugees in Jord [fafo-no-en] saved 3/3: Tillitsvalgtpanelet. Oppsummering av resultater fra 2025 [fafo-no-en] Done. Total saved: 3 
ga-gov-au-data-pubs,,HEALTHY,3,5.5,,,"e gauges [ga-gov-au-data-pubs] saved 2/3: Exploring for the Future — Groundwater hydrochemistry data release: Ea [ga-gov-au-data-pubs] saved 3/3: Rock-Eval pyrolysis data from wells of the Canning Basin, Australia: D [ga-gov-au-data-pubs] done. Total saved: 3 "
gov-uk-search,,HEALTHY,3,5.3,,,3 ← /government/publications/pesticide-residues-in-food-quarterly-monitoring-results-for-2025 [gov-uk-search] saved 3/3 ← /government/publications/business-implementation-study-using-sustainable-aviation-fuels-saf-in-ghana [gov-uk-search] Done. Total saved: 3 
health-ni-gov-uk-news,,HEALTHY,3,5.6,,,[health-ni-gov-uk-news] page 0: saved 0/3 [health-ni-gov-uk-news] Done: 3 items saved. 
icn-artem-com-en,,HEALTHY,3,15.2,,,d 1/3: Why Earn an RNCP Qualification? [icn-artem-com-en] saved 2/3: Everything You Need to Know About the Executive MBA Intake: [icn-artem-com-en] saved 3/3: Professional Coach: Choose the Right Modules for Your Career [icn-artem-com-en] Done. Total saved: 3 
imt-nord-europe-hal-science-search,,HEALTHY,3,2.0,,,Experiment with lexically-bound extension methods for a dynamic language [imt-nord-europe-hal-science-search] saved 3/3: Évaluation de l’innocuité des systèmes de Traitement d’Air par PhotocatalysE pro [imt-nord-europe-hal-science-search] Done. Total saved: 3 
ir-lib-uth-gr-xmlui,,HEALTHY,3,20.7,,,[ir-lib-uth-gr-xmlui] done: saved 3/3 
iucn-org-resources,,HEALTHY,3,5.9,,,fadhi Bahari Yetu Grant Summary [iucn-org-resources] saved 2/3: MARPLASTICCs South Africa National Plastic Pollution Hotspot [iucn-org-resources] saved 3/3: MARPLASTICCs Thailand National Plastic Pollution Hotspotting [iucn-org-resources] done. Total saved: 3 
kb-se-om-oss,,HEALTHY,3,6.3,,,[kb-se-om-oss] Saved 1/3: Nytt uppdrag om svensk-judiskt kulturarv [kb-se-om-oss] Saved 2/3: Nu öppnar vår utställning om Pippi Långstrump [kb-se-om-oss] Saved 3/3: Mer av Östgöten i Svenska tidningar [kb-se-om-oss] Done. Total saved: 3 
kihasa-re-kr-news,,HEALTHY,3,0.9,,,"[kihasa-re-kr-news] Saved 1/3: 지역 인구 감소에 따른 보육 공백, 아동의 보육서비스 접근권 문제로 다뤄야 [kihasa-re-kr-news] Saved 2/3: 『보건복지포럼』7월호 발간 [kihasa-re-kr-news] Saved 3/3: 한국보건사회연구원_한양인구문제연구원 업무협약(MOU) 체결 [kihasa-re-kr-news] Done. Total saved: 3 "
klri-re-kr-kor,,HEALTHY,3,5.1,,,ri-re-kr-kor] saved 1/3: 제헌헌법 제정의 헌정사적 의의 - ‘우리들 대한국민’의 숙의를 통한 ‘헌법의 시간’ - [klri-re-kr-kor] saved 2/3: 제헌절 법교육 계기수업의 사례와 방법 [klri-re-kr-kor] saved 3/3: 추적가능성 데이터와 순환경제 법제의 전환: EU 디지털제품여권(DPP) 이후 재생원료 시장·Digital E [klri-re-kr-kor] Crawl complete. Total saved: 3 
krivet-re-kr-kor,,HEALTHY,3,0.6,,,3 [krivet-re-kr-kor] Saved 1/3: 여성 관리자의 직장만족도 변화 양상에 대한 잠재전이분석: 조직문화의 영향 [krivet-re-kr-kor] Saved 2/3: 직업상담사의 AI 활용 경험에 대한 질적 연구 [krivet-re-kr-kor] Saved 3/3: 과학기술분야 조직의 임파워링 리더십이 창의·혁신행동에 미치는 영향: 사회적 네트워크 및 지식공유의 매개효과와 [krivet-re-kr-kor] Done. Total saved: 3 
mem-gov-cn-fw,,HEALTHY,3,2.1,,,-gov-cn-fw] Total pages: 5 [mem-gov-cn-fw] page 0: saved 0/3 [mem-gov-cn-fw] Saved 1/3: 2026年7月第一批应急管理部行政许可事项办结情况公示 [mem-gov-cn-fw] Saved 2/3: 2026年6月第一批应急管理部行政许可事项办结情况公示 [mem-gov-cn-fw] Saved 3/3: 2026年5月应急管理部行政许可事项办结情况公示 [mem-gov-cn-fw] Done. Total saved: 3 
minedu-gov-gr-grafeio-typoy-kai-di,,HEALTHY,3,9.8,,,rafeio-typoy-kai-di] Saved 2/3: 03-08-26 Σοφία Ζαχαράκη από τη Ρούσσα Έβρου: «Μας ενώνει η Ε [minedu-gov-gr-grafeio-typoy-kai-di] Saved 3/3: 30-07-26 Το Πάντειο Πανεπιστήμιο αλλάζει με σχέδιο: Νέα παρέ [minedu-gov-gr-grafeio-typoy-kai-di] Done. Total saved: 3 
mofa-go-kr-www,,HEALTHY,3,2.6,,,[mofa-go-kr-www] Saved 1/3: 제9차 한-호주 전략대화(8.6.) 개최 결과 [mofa-go-kr-www] Saved 2/3: 2026년 제1차 한·중앙아시아 정상회의 준비위원회 제2차 회의 개최 [mofa-go-kr-www] Saved 3/3: 일본 2026년 방위백서에 대한 외교부 대변인 논평 [mofa-go-kr-www] Done. Total saved: 3 
mva-gov-cn-gongkai,,HEALTHY,3,9.2,,,[mva-gov-cn-gongkai] page 0: saved 0/3 [mva-gov-cn-gongkai] Done. Total saved: 3 
nemertes-library-upatras-gr-search,,HEALTHY,3,20.8,,,θμιση της ελληνικής εκδοχής της κλίμακας Parenting Stress Index [nemertes-library-upatras-gr-search] saved 3/3: Design of ultra-high-capacity optical networks employing space- and frequency-division mul [nemertes-library-upatras-gr-search] done. total saved=3 
niaaa-nih-gov-news-events,,HEALTHY,3,5.7,,,"/3: In Memoriam: Aaron M. White, Ph.D. [niaaa-nih-gov-news-events] saved 2/3: April is Alcohol Awareness Month [niaaa-nih-gov-news-events] saved 3/3: Sober-Curious Young Americans May Be Changing the Conversati [niaaa-nih-gov-news-events] done. total saved: 3 "
nimh-nih-gov-news,,HEALTHY,3,9.7,,,Tools for Measuring Mental Health Outcomes [nimh-nih-gov-news] Saved 2/3: How the Brain Creates New Memories While Maintaining Old One [nimh-nih-gov-news] Saved 3/3: Predictive Models Show Promise in Preventing Suicide [nimh-nih-gov-news] Done. Total saved: 3 
nps-or-kr-inforls,,HEALTHY,3,1.5,,,[nps-or-kr-inforls] page 1: saved 0/3 [nps-or-kr-inforls] Saved 1/3: 2026년 4월 기준 국민연금 통계 [nps-or-kr-inforls] Saved 2/3: 2026년 3월 기준 국민연금 통계 [nps-or-kr-inforls] Saved 3/3: 2026년 2월 기준 국민연금 통계 [nps-or-kr-inforls] Done. Total saved: 3 
openaccess-inaf-it,,INCONCLUSIVE,0,0.0,,,[openaccess-inaf-it] wall-clock budget nearly exhausted; exiting cleanly [openaccess-inaf-it] done. Total saved: 0 
pembina-org-media-releases,,HEALTHY,3,4.0,,,ected Ca [pembina-org-media-releases] Saved 2/3: New U.S. tariffs prove Canada needs a strong vehicle emissio [pembina-org-media-releases] Saved 3/3: New Pathways MOU relies on more taxpayer dollars for carbon [pembina-org-media-releases] Done. Total saved: 3 
presse-economie-gouv-fr,,HEALTHY,3,10.6,,,"://presse.economie.gouv.fr/situation-mensuelle-budgetaire-au-30-juin-2026/: abstract too short (0 chars), skipping [presse-economie-gouv-fr] Saved 3/3: NAR – Déplacement de David Amiel en Guyane du lundi 3 au mer [presse-economie-gouv-fr] Done. Total saved: 3 "
rdr-kuleuven-be-dataverse,,HEALTHY,3,11.9,,,
rigsrevisionen-dk-revisionssager,,HEALTHY,3,5.1,,,er] saved 2/3: Beretning om Forsvarsministeriets styring af facility management II [rigsrevisionen-dk-revisionssager] saved 3/3: Beretning om Transportministeriets styring af facility management i staten [rigsrevisionen-dk-revisionssager] Done. Total saved: 3 
science-libraries-canada-ca-eng,,HEALTHY,3,13.0,,,view/object/?id=fcb35bbb-67f5-47cc-9b22-c7b89f4d8ff7 [science-libraries-canada-ca-eng] skip (no/short abstract): https://nrc-publications.canada.ca/eng/view/object/?id=bc1259a5-bba1-4902-a316-6b01f43af6d3 [science-libraries-canada-ca-eng] done: saved 3 papers 
sintef-no-en,,HEALTHY,3,12.0,,,nd emission cuts: Can we reverse the climate clock? [sintef-no-en] Saved 2/3: Advancing Integrated Energy System Modelling: Research Gaps [sintef-no-en] Saved 3/3: Beregnet utslipp av lakselus som tilfredsstiller miljømålet [sintef-no-en] Done. Total saved: 3 
stats-govt-nz-indicators,,HEALTHY,3,21.0,,,cc419cb185a7a2ec8e9d2c [stats-govt-nz-indicators] saved 1/3: Transgender and non-binary [stats-govt-nz-indicators] saved 2/3: Rainbow/LGBTIQ plus [stats-govt-nz-indicators] saved 3/3: Institutional trust: police [stats-govt-nz-indicators] done. Total saved: 3 
ungeneva-org-en,,HEALTHY,3,7.8,,,es-sixty-second-regular-session-after [ungeneva-org-en] saved 2/3: senior-oversight-leaders-discuss-role-and-evolution-independent [ungeneva-org-en] saved 3/3: le-conseil-des-droits-de-lhomme-tiendra-sa-soixante-deuxieme [ungeneva-org-en] Done. Total saved: 3 
wodc-nl-documenten,,HEALTHY,2,54.9,,,[wodc-nl-documenten] saved 1/3: Over jaarverslagen en wetsevaluatie [wodc-nl-documenten] saved 2/3: Jaarverslag kinderrechters 1984 [wodc-nl-documenten] page 5: next page absent; done. [wodc-nl-documenten] Done. Total saved: 2 
